Id,Family,Name,ProductCode,product_series_name__c,SBCF_Product_Family_Code__c,Sub.Product
01tf2000008C6W4AAK,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F201 Advanced Remote Access Subscription 1 Month,BNGiF201a-vp,F,BNG,CGF F
01tf2000008C6W5AAK,Cloudgen Firewall,"--EOS-- REPLACE WITH ""-m"" --Barracuda CloudGen Firewall Appliance F201 Web Security Subscription 1 Month",BNGiF201a-w,F,BNG,CGF F
01tf2000008C6W6AAK,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F201 Warranty Extension Subscription 1 Month,BNGiF201a-we,F,BNG,CGF F
01tf2000008C6W7AAK,Cloudgen Firewall,Barracuda CloudGen Firewall Pool F201 Account,BNGiF201p,F,BNG,CGF F
01tf2000008C6W8AAK,Cloudgen Firewall,Barracuda CloudGen Firewall Pool F201 Advanced Threat Protection Subscription 1 Month,BNGiF201p-a,F,BNG,CGF F
01tf2000008C61OAAS,Cloudgen Firewall,Barracuda CloudGen Firewall Pool F201 Energize Updates Subscription 1 Month,BNGiF201p-e,F,BNG,CGF F
01tf2000008C61PAAS,Cloudgen Firewall,Barracuda CloudGen Firewall Pool F201 Instant Replacement Subscription 1 Month,BNGiF201p-h,F,BNG,CGF F
01tf2000008C61QAAS,Cloudgen Firewall,Barracuda CloudGen Firewall Pool F201 Malware Protection Subscription 1 Month,BNGiF201p-m,F,BNG,CGF F
01tf2000008C61RAAS,Cloudgen Firewall,Barracuda CloudGen Firewall Pool F201 Premium Support Subscription 1 Month,BNGiF201p-p,F,BNG,CGF F
01tf2000008C61SAAS,Cloudgen Firewall,Barracuda CloudGen Firewall Pool F201 Business Hour Onsite Support Subscription 1 Month,BNGiF201p-q,F,BNG,CGF F
01tf2000008C61TAAS,Cloudgen Firewall,Barracuda CloudGen Firewall Pool F201 24/7 Onsite Support Subscription 1 Month,BNGiF201p-r,F,BNG,CGF F
01tf2000009I4DnAAK,Cloudgen Firewall,Barracuda CloudGen Firewall F-Series F201 Pool,BNGiF201pu,null,BNG,CGF F
01tf2000008C61UAAS,Cloudgen Firewall,"--EOS-- REPLACE WITH ""-m"" --Barracuda CloudGen Firewall Pool F201 Web Filter Subscription 1 Month",BNGiF201p-u,F,BNG,CGF F
01tf2000008C61VAAS,Cloudgen Firewall,"--EOS-- REPLACE WITH ""-vp"" --Barracuda CloudGen Firewall Pool F201 Virtual Subscription",BNGiF201p-v,F,BNG,CGF F
01tf2000008C61WAAS,Cloudgen Firewall,"--EOS-- REPLACE WITH ""-vp"" --Barracuda CloudGen Firewall Pool F201 Basic Remote Access Subscription 1 Month",BNGiF201p-vb,F,BNG,CGF F
01tf2000008C65BAAS,Cloudgen Firewall,Barracuda CloudGen Firewall Pool F201 Advanced Remote Access Subscription 1 Month,BNGiF201p-vp,F,BNG,CGF F
01tf2000008C65CAAS,Cloudgen Firewall,"--EOS-- REPLACE WITH ""-m"" --Barracuda CloudGen Firewall Pool F201 Web Security Subscription 1 Month",BNGiF201p-w,F,BNG,CGF F
01tf2000008C65DAAS,Cloudgen Firewall,Barracuda CloudGen Firewall Pool F201 Warranty Extension Subscription 1 Month,BNGiF201p-we,F,BNG,CGF F
01tf2000008C65MAAS,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F202,BNGiF202a,F,BNG,CGF F
01tf2000008C5y1AAC,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F202 Demo Conversion,BNGiF202a-dc,F,BNG,CGF F
01tf2000008C65NAAS,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F202 Energize Updates Subscription 1 Month,BNGiF202a-e,F,BNG,CGF F
01tf2000008C65OAAS,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F202 Instant Replacement Subscription 1 Month,BNGiF202a-h,F,BNG,CGF F
01tf2000008C65PAAS,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F202 Malware Protection Subscription 1 Month,BNGiF202a-m,F,BNG,CGF F
01tf2000008C65QAAS,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F202 Premium Support Subscription 1 Month,BNGiF202a-p,F,BNG,CGF F
01tf2000008C65RAAS,Cloudgen Firewall,"--EOS-- REPLACE WITH ""-m"" --Barracuda CloudGen Firewall Appliance F202 Web Filter Subscription 1 Month",BNGiF202a-u,F,BNG,CGF F
01tf2000008C65SAAS,Cloudgen Firewall,"--EOS-- REPLACE WITH ""-vp"" --Barracuda CloudGen Firewall Appliance F202 Virtual Subscription",BNGiF202a-v,F,BNG,CGF F
01tf2000008C65TAAS,Cloudgen Firewall,"--EOS-- REPLACE WITH ""-m"" --Barracuda CloudGen Firewall Appliance F202 Web Security Subscription 1 Month",BNGiF202a-w,F,BNG,CGF F
01tf2000008C67hAAC,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F203,BNGiF203a,F,BNG,CGF F
01tf2000008C5y2AAC,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F203 Demo Conversion,BNGiF203a-dc,F,BNG,CGF F
01tf2000008C67iAAC,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F203 Energize Updates Subscription 1 Month,BNGiF203a-e,F,BNG,CGF F
01tf2000008C67jAAC,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F203 Instant Replacement Subscription 1 Month,BNGiF203a-h,F,BNG,CGF F
01tf2000008C67kAAC,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F203 Malware Protection Subscription 1 Month,BNGiF203a-m,F,BNG,CGF F
01tf2000008C67lAAC,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F203 Premium Support Subscription 1 Month,BNGiF203a-p,F,BNG,CGF F
01tf2000008C67mAAC,Cloudgen Firewall,"--EOS-- REPLACE WITH ""-m"" --Barracuda CloudGen Firewall Appliance F203 Web Filter Subscription 1 Month",BNGiF203a-u,F,BNG,CGF F
01tf2000008C67nAAC,Cloudgen Firewall,"--EOS-- REPLACE WITH ""-vp"" --Barracuda CloudGen Firewall Appliance F203 Virtual Subscription",BNGiF203a-v,F,BNG,CGF F
01tf2000008C67oAAC,Cloudgen Firewall,"--EOS-- REPLACE WITH ""-m"" --Barracuda CloudGen Firewall Appliance F203 Web Security Subscription 1 Month",BNGiF203a-w,F,BNG,CGF F
01tf2000008C6BuAAK,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F280,BNGiF280a,F,BNG,CGF F
01tf2000008C6BvAAK,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F280 Advanced Threat Protection Subscription 1 Month,BNGiF280a-a,F,BNG,CGF F
01tf2000008C5kfAAC,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F280 Demo Conversion,BNGiF280a-dc,F,BNG,CGF F
01tf2000008C6DUAA0,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F280 Energize Updates Subscription 1 Month,BNGiF280a-e,F,BNG,CGF F
01tf2000008C5y3AAC,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F280 Insights Subscription 1 Month,BNGIF280a-fi,F,BNG,CGF F
01tf2000008C6DVAA0,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F280 Instant Replacement Subscription 1 Month,BNGiF280a-h,F,BNG,CGF F
01tf2000008C6DWAA0,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F280 Malware Protection Subscription 1 Month,BNGiF280a-m,F,BNG,CGF F
01tf2000008C6DXAA0,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F280 Premium Support Subscription 1 Month,BNGiF280a-p,F,BNG,CGF F
01tf2000008C6DYAA0,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F280 Business Hour Onsite Support Subscription 1 Month,BNGiF280a-q,F,BNG,CGF F
01tf2000008C6DZAA0,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F280 24/7 Onsite Support Subscription 1 Month,BNGiF280a-r,F,BNG,CGF F
01tf2000008C6DaAAK,Cloudgen Firewall,"--EOS-- REPLACE WITH ""-m"" --Barracuda CloudGen Firewall Appliance F280 Web Filter Subscription 1 Month",BNGiF280a-u,F,BNG,CGF F
01tf2000008C6DbAAK,Cloudgen Firewall,"--EOS-- REPLACE WITH ""-vp"" --Barracuda CloudGen Firewall Appliance F280 Virtual Subscription",BNGiF280a-v,F,BNG,CGF F
01tf2000008C6DcAAK,Cloudgen Firewall,"--EOS-- REPLACE WITH ""-vp"" --Barracuda CloudGen Firewall Appliance F280 Basic Remote Access Subscription 1 Month",BNGiF280a-vb,F,BNG,CGF F
01tf2000008C6DdAAK,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F280 Advanced Remote Access Subscription 1 Month,BNGiF280a-vp,F,BNG,CGF F
01tf2000008C6DeAAK,Cloudgen Firewall,"--EOS-- REPLACE WITH ""-m"" --Barracuda CloudGen Firewall Appliance F280 Web Security Subscription 1 Month",BNGiF280a-w,F,BNG,CGF F
01tf2000008C6DfAAK,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F280 Warranty Extension Subscription 1 Month,BNGiF280a-we,F,BNG,CGF F
01tf2000008C6DgAAK,Cloudgen Firewall,Barracuda CloudGen Firewall Pool F280 Account,BNGiF280p,F,BNG,CGF F
01tf2000008C6DhAAK,Cloudgen Firewall,Barracuda CloudGen Firewall Pool F280 Advanced Threat Protection Subscription 1 Month,BNGiF280p-a,F,BNG,CGF F
01tf2000008C6DiAAK,Cloudgen Firewall,Barracuda CloudGen Firewall Pool F280 Energize Updates Subscription 1 Month,BNGiF280p-e,F,BNG,CGF F
01tf2000008C606AAC,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance Pool F280 Insights Subscription 1 Month,BNGIF280p-fi,F,BNG,CGF F
01tf2000008C6TTAA0,Cloudgen Firewall,Barracuda CloudGen Firewall Pool F280 Instant Replacement Subscription 1 Month,BNGiF280p-h,F,BNG,CGF F
01tf2000008C6TUAA0,Cloudgen Firewall,Barracuda CloudGen Firewall Pool F280 Malware Protection Subscription 1 Month,BNGiF280p-m,F,BNG,CGF F
01tf2000008C6TVAA0,Cloudgen Firewall,Barracuda CloudGen Firewall Pool F280 Premium Support Subscription 1 Month,BNGiF280p-p,F,BNG,CGF F
01tf2000008C6TWAA0,Cloudgen Firewall,Barracuda CloudGen Firewall Pool F280 Business Hour Onsite Support Subscription 1 Month,BNGiF280p-q,F,BNG,CGF F
01tf2000008C6TXAA0,Cloudgen Firewall,Barracuda CloudGen Firewall Pool F280 24/7 Onsite Support Subscription 1 Month,BNGiF280p-r,F,BNG,CGF F
01tf2000009I4DoAAK,Cloudgen Firewall,Barracuda CloudGen Firewall F-Series F280 Pool,BNGiF280pu,null,BNG,CGF F
01tf2000008C6TYAA0,Cloudgen Firewall,"--EOS-- REPLACE WITH ""-m"" --Barracuda CloudGen Firewall Pool F280 Web Filter Subscription 1 Month",BNGiF280p-u,F,BNG,CGF F
01tf2000008C6TZAA0,Cloudgen Firewall,"--EOS-- REPLACE WITH ""-vp"" --Barracuda CloudGen Firewall Pool F280 Virtual Subscription",BNGiF280p-v,F,BNG,CGF F
01tf2000008C6TaAAK,Cloudgen Firewall,"--EOS-- REPLACE WITH ""-vp"" --Barracuda CloudGen Firewall Pool F280 Basic Remote Access Subscription 1 Month",BNGiF280p-vb,F,BNG,CGF F
01tf2000008C6TbAAK,Cloudgen Firewall,Barracuda CloudGen Firewall Pool F280 Advanced Remote Access Subscription 1 Month,BNGiF280p-vp,F,BNG,CGF F
01tf2000008C6TcAAK,Cloudgen Firewall,"--EOS-- REPLACE WITH ""-m"" --Barracuda CloudGen Firewall Pool F280 Web Security Subscription 1 Month",BNGiF280p-w,F,BNG,CGF F
01tf2000008C6TdAAK,Cloudgen Firewall,Barracuda CloudGen Firewall Pool F280 Warranty Extension Subscription 1 Month,BNGiF280p-we,F,BNG,CGF F
01tf2000008C6TeAAK,Cloudgen Firewall,Barracuda CloudGen Firewall F-Series F280 MSP,BNGiF280sa,F,BNG,CGF F
01tf2000008C6TfAAK,Cloudgen Firewall,Barracuda CloudGen Firewall F-Series F280 MSP,BNGiF280sa-b,F,BNG,CGF F
01tf2000008C5kkAAC,Cloudgen Firewall,Barracuda CloudGen Firewall F-Series F280 Demo Conversion,BNGiF280sa-dc,F,BNG,CGF F
01tf2000008C607AAC,Cloudgen Firewall,Barracuda CloudGen Firewall F-Series F280 Energize Updates Subscription MSP,BNGiF280sa-t1m,F,BNG,CGF F
01tf2000008C6UeAAK,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F300,BNGiF300a,F,BNG,CGF F
01tf2000008C6UfAAK,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F300 Advanced Threat Protection Subscription 1 Month,BNGiF300a-a,F,BNG,CGF F
01tf2000008C5koAAC,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F300 Demo Conversion,BNGiF300a-dc,F,BNG,CGF F
01tf2000008C6UgAAK,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F300 Energize Updates Subscription 1 Month,BNGiF300a-e,F,BNG,CGF F
01tf2000008C6UhAAK,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F300 Instant Replacement Subscription 1 Month,BNGiF300a-h,F,BNG,CGF F
01tf2000008C6UiAAK,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F300 Malware Protection Subscription 1 Month,BNGiF300a-m,F,BNG,CGF F
01tf2000008C6UjAAK,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F300 Premium Support Subscription 1 Month,BNGiF300a-p,F,BNG,CGF F
01tf2000008C6UkAAK,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F300 Business Hour Onsite Support Subscription 1 Month,BNGiF300a-q,F,BNG,CGF F
01tf2000008C6UlAAK,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F300 24/7 Onsite Support Subscription 1 Month,BNGiF300a-r,F,BNG,CGF F
01tf2000008C6UmAAK,Cloudgen Firewall,"--EOS-- REPLACE WITH ""-m"" --Barracuda CloudGen Firewall Appliance F300 Web Filter Subscription 1 Month",BNGiF300a-u,F,BNG,CGF F
01tf2000008C6UnAAK,Cloudgen Firewall,"--EOS-- REPLACE WITH ""-vp"" --Barracuda CloudGen Firewall Appliance F300 Virtual Subscription",BNGiF300a-v,F,BNG,CGF F
01tf2000008C6UoAAK,Cloudgen Firewall,"--EOS-- REPLACE WITH ""-vp"" --Barracuda CloudGen Firewall Appliance F300 Basic Remote Access Subscription 1 Month",BNGiF300a-vb,F,BNG,CGF F
01tf2000008C6UpAAK,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F300 Advanced Remote Access Subscription 1 Month,BNGiF300a-vp,F,BNG,CGF F
01tf2000008C7UCAA0,Cloudgen Firewall,"--EOS-- REPLACE WITH ""-m"" --Barracuda CloudGen Firewall Appliance F300 Web Security Subscription 1 Month",BNGiF300a-w,F,BNG,CGF F
01tf2000008C7UDAA0,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F300 Warranty Extension Subscription 1 Month,BNGiF300a-we,F,BNG,CGF F
01tf2000008C7UEAA0,Cloudgen Firewall,Barracuda CloudGen Firewall Pool F300 Account,BNGiF300p,F,BNG,CGF F
01tf2000008C7UFAA0,Cloudgen Firewall,Barracuda CloudGen Firewall Pool F300 Advanced Threat Protection Subscription 1 Month,BNGiF300p-a,F,BNG,CGF F
01tf2000008C7UGAA0,Cloudgen Firewall,Barracuda CloudGen Firewall Pool F300 Energize Updates Subscription 1 Month,BNGiF300p-e,F,BNG,CGF F
01tf2000008C7ZZAA0,Cloudgen Firewall,Barracuda CloudGen Firewall Pool F300 Instant Replacement Subscription 1 Month,BNGiF300p-h,F,BNG,CGF F
01tf2000008C7ZaAAK,Cloudgen Firewall,Barracuda CloudGen Firewall Pool F300 Malware Protection Subscription 1 Month,BNGiF300p-m,F,BNG,CGF F
01tf2000008C7ZbAAK,Cloudgen Firewall,Barracuda CloudGen Firewall Pool F300 Premium Support Subscription 1 Month,BNGiF300p-p,F,BNG,CGF F
01tf2000008C7ZcAAK,Cloudgen Firewall,Barracuda CloudGen Firewall Pool F300 Business Hour Onsite Support Subscription 1 Month,BNGiF300p-q,F,BNG,CGF F
01tf2000008C7ZdAAK,Cloudgen Firewall,Barracuda CloudGen Firewall Pool F300 24/7 Onsite Support Subscription 1 Month,BNGiF300p-r,F,BNG,CGF F
01tf2000009I4DcAAK,Cloudgen Firewall,Barracuda CloudGen Firewall F-Series F300 Pool,BNGiF300pu,null,BNG,CGF F
01tf2000008C7ZeAAK,Cloudgen Firewall,"--EOS-- REPLACE WITH ""-m"" --Barracuda CloudGen Firewall Pool F300 Web Filter Subscription 1 Month",BNGiF300p-u,F,BNG,CGF F
01tf2000008C7ZfAAK,Cloudgen Firewall,"--EOS-- REPLACE WITH ""-vp"" --Barracuda CloudGen Firewall Pool F300 Virtual Subscription",BNGiF300p-v,F,BNG,CGF F
01tf2000008C7ZgAAK,Cloudgen Firewall,"--EOS-- REPLACE WITH ""-vp"" --Barracuda CloudGen Firewall Pool F300 Basic Remote Access Subscription 1 Month",BNGiF300p-vb,F,BNG,CGF F
01tf2000008C7ZhAAK,Cloudgen Firewall,Barracuda CloudGen Firewall Pool F300 Advanced Remote Access Subscription 1 Month,BNGiF300p-vp,F,BNG,CGF F
01tf2000008C7ZiAAK,Cloudgen Firewall,"--EOS-- REPLACE WITH ""-m"" --Barracuda CloudGen Firewall Pool F300 Web Security Subscription 1 Month",BNGiF300p-w,F,BNG,CGF F
01tf2000008C7ZjAAK,Cloudgen Firewall,Barracuda CloudGen Firewall Pool F300 Warranty Extension Subscription 1 Month,BNGiF300p-we,F,BNG,CGF F
01tf2000008C7bkAAC,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F301,BNGiF301a,F,BNG,CGF F
01tf2000008C7blAAC,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F301 Advanced Threat Protection Subscription 1 Month,BNGiF301a-a,F,BNG,CGF F
01tf2000008C5izAAC,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F301 Demo Conversion,BNGiF301a-dc,F,BNG,CGF F
01tf2000008C7bmAAC,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F301 Energize Updates Subscription 1 Month,BNGiF301a-e,F,BNG,CGF F
01tf2000008C7bnAAC,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F301 Instant Replacement Subscription 1 Month,BNGiF301a-h,F,BNG,CGF F
01tf2000008C7boAAC,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F301 Malware Protection Subscription 1 Month,BNGiF301a-m,F,BNG,CGF F
01tf2000008C7bpAAC,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F301 Premium Support Subscription 1 Month,BNGiF301a-p,F,BNG,CGF F
01tf2000008C7bqAAC,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F301 Business Hour Onsite Support Subscription 1 Month,BNGiF301a-q,F,BNG,CGF F
01tf2000008C7brAAC,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F301 24/7 Onsite Support Subscription 1 Month,BNGiF301a-r,F,BNG,CGF F
01tf2000008C7bsAAC,Cloudgen Firewall,"--EOS-- REPLACE WITH ""-m"" --Barracuda CloudGen Firewall Appliance F301 Web Filter Subscription 1 Month",BNGiF301a-u,F,BNG,CGF F
01tf2000008C7btAAC,Cloudgen Firewall,"--EOS-- REPLACE WITH ""-vp"" --Barracuda CloudGen Firewall Appliance F301 Virtual Subscription",BNGiF301a-v,F,BNG,CGF F
01tf2000008C7buAAC,Cloudgen Firewall,"--EOS-- REPLACE WITH ""-vp"" --Barracuda CloudGen Firewall Appliance F301 Basic Remote Access Subscription 1 Month",BNGiF301a-vb,F,BNG,CGF F
01tf2000008C7bvAAC,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F301 Advanced Remote Access Subscription 1 Month,BNGiF301a-vp,F,BNG,CGF F
01tf2000008C7bwAAC,Cloudgen Firewall,"--EOS-- REPLACE WITH ""-m"" --Barracuda CloudGen Firewall Appliance F301 Web Security Subscription 1 Month",BNGiF301a-w,F,BNG,CGF F
01tf2000008C7bxAAC,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F301 Warranty Extension Subscription 1 Month,BNGiF301a-we,F,BNG,CGF F
01tf2000008C7byAAC,Cloudgen Firewall,Barracuda CloudGen Firewall Pool F301 Account,BNGiF301p,F,BNG,CGF F
01tf2000008C7bzAAC,Cloudgen Firewall,Barracuda CloudGen Firewall Pool F301 Advanced Threat Protection Subscription 1 Month,BNGiF301p-a,F,BNG,CGF F
01tf2000008C7c0AAC,Cloudgen Firewall,Barracuda CloudGen Firewall Pool F301 Energize Updates Subscription 1 Month,BNGiF301p-e,F,BNG,CGF F
01tf2000008C7c1AAC,Cloudgen Firewall,Barracuda CloudGen Firewall Pool F301 Instant Replacement Subscription 1 Month,BNGiF301p-h,F,BNG,CGF F
01tf2000008C7c2AAC,Cloudgen Firewall,Barracuda CloudGen Firewall Pool F301 Malware Protection Subscription 1 Month,BNGiF301p-m,F,BNG,CGF F
01tf2000008C7c3AAC,Cloudgen Firewall,Barracuda CloudGen Firewall Pool F301 Premium Support Subscription 1 Month,BNGiF301p-p,F,BNG,CGF F
01tf2000008C7c4AAC,Cloudgen Firewall,Barracuda CloudGen Firewall Pool F301 Business Hour Onsite Support Subscription 1 Month,BNGiF301p-q,F,BNG,CGF F
01tf2000008C7c5AAC,Cloudgen Firewall,Barracuda CloudGen Firewall Pool F301 24/7 Onsite Support Subscription 1 Month,BNGiF301p-r,F,BNG,CGF F
01tf2000009I4DpAAK,Cloudgen Firewall,Barracuda CloudGen Firewall F-Series F301 Pool,BNGiF301pu,null,BNG,CGF F
01tf2000008C7c6AAC,Cloudgen Firewall,"--EOS-- REPLACE WITH ""-m"" --Barracuda CloudGen Firewall Pool F301 Web Filter Subscription 1 Month",BNGiF301p-u,F,BNG,CGF F
01tf2000008C7c7AAC,Cloudgen Firewall,"--EOS-- REPLACE WITH ""-vp"" --Barracuda CloudGen Firewall Pool F301 Virtual Subscription",BNGiF301p-v,F,BNG,CGF F
01tf2000008C7c8AAC,Cloudgen Firewall,"--EOS-- REPLACE WITH ""-vp"" --Barracuda CloudGen Firewall Pool F301 Basic Remote Access Subscription 1 Month",BNGiF301p-vb,F,BNG,CGF F
01tf2000008C7c9AAC,Cloudgen Firewall,Barracuda CloudGen Firewall Pool F301 Advanced Remote Access Subscription 1 Month,BNGiF301p-vp,F,BNG,CGF F
01tf2000008C7cAAAS,Cloudgen Firewall,"--EOS-- REPLACE WITH ""-m"" --Barracuda CloudGen Firewall Pool F301 Web Security Subscription 1 Month",BNGiF301p-w,F,BNG,CGF F
01tf2000008C7cBAAS,Cloudgen Firewall,Barracuda CloudGen Firewall Pool F301 Warranty Extension Subscription 1 Month,BNGiF301p-we,F,BNG,CGF F
01tf2000008C7W0AAK,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F302,BNGiF302a,F,BNG,CGF F
01tf2000008C608AAC,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F302 Demo Conversion,BNGiF302a-dc,F,BNG,CGF F
01tf2000008C7W1AAK,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F302 Energize Updates Subscription 1 Month,BNGiF302a-e,F,BNG,CGF F
01tf2000008C7W2AAK,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F302 Instant Replacement Subscription 1 Month,BNGiF302a-h,F,BNG,CGF F
01tf2000008C7W3AAK,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F302 Malware Protection Subscription 1 Month,BNGiF302a-m,F,BNG,CGF F
01tf2000008C7W4AAK,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F302 Premium Support Subscription 1 Month,BNGiF302a-p,F,BNG,CGF F
01tf2000008C7W5AAK,Cloudgen Firewall,"--EOS-- REPLACE WITH ""-m"" --Barracuda CloudGen Firewall Appliance F302 Web Filter Subscription 1 Month",BNGiF302a-u,F,BNG,CGF F
01tf2000008C7W6AAK,Cloudgen Firewall,"--EOS-- REPLACE WITH ""-vp"" --Barracuda CloudGen Firewall Appliance F302 Virtual Subscription",BNGiF302a-v,F,BNG,CGF F
01tf2000008C7W7AAK,Cloudgen Firewall,"--EOS-- REPLACE WITH ""-m"" --Barracuda CloudGen Firewall Appliance F302 Web Security Subscription 1 Month",BNGiF302a-w,F,BNG,CGF F
01tf2000008C7WGAA0,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F303,BNGiF303a,F,BNG,CGF F
01tf2000008C609AAC,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F303 Demo Conversion,BNGiF303a-dc,F,BNG,CGF F
01tf2000008C7WHAA0,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F303 Energize Updates Subscription 1 Month,BNGiF303a-e,F,BNG,CGF F
01tf2000008C7WIAA0,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F303 Instant Replacement Subscription 1 Month,BNGiF303a-h,F,BNG,CGF F
01tf2000008C7WJAA0,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F303 Malware Protection Subscription 1 Month,BNGiF303a-m,F,BNG,CGF F
01tf2000008C7WKAA0,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F303 Premium Support Subscription 1 Month,BNGiF303a-p,F,BNG,CGF F
01tf2000008C7WLAA0,Cloudgen Firewall,"--EOS-- REPLACE WITH ""-m"" --Barracuda CloudGen Firewall Appliance F303 Web Filter Subscription 1 Month",BNGiF303a-u,F,BNG,CGF F
01tf2000008C7WMAA0,Cloudgen Firewall,"--EOS-- REPLACE WITH ""-vp"" --Barracuda CloudGen Firewall Appliance F303 Virtual Subscription",BNGiF303a-v,F,BNG,CGF F
01tf2000008C7WNAA0,Cloudgen Firewall,"--EOS-- REPLACE WITH ""-m"" --Barracuda CloudGen Firewall Appliance F303 Web Security Subscription 1 Month",BNGiF303a-w,F,BNG,CGF F
01tf2000008C7YSAA0,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F380,BNGiF380a,F,BNG,CGF F
01tf2000008C7YTAA0,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F380 Advanced Threat Protection Subscription 1 Month,BNGiF380a-a,F,BNG,CGF F
01tf2000008C5j2AAC,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F380 Demo Conversion,BNGiF380a-dc,F,BNG,CGF F
01tf2000008C7YUAA0,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F380 Energize Updates Subscription 1 Month,BNGiF380a-e,F,BNG,CGF F
01tf2000008C60AAAS,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F380 Insights Subscription 1 Month,BNGIF380a-fi,F,BNG,CGF F
01tf2000008C7YVAA0,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F380 Instant Replacement Subscription 1 Month,BNGiF380a-h,F,BNG,CGF F
01tf2000008C7YWAA0,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F380 Malware Protection Subscription 1 Month,BNGiF380a-m,F,BNG,CGF F
01tf2000008C7YXAA0,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F380 Premium Support Subscription 1 Month,BNGiF380a-p,F,BNG,CGF F
01tf2000008C7a6AAC,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F380 Business Hour Onsite Support Subscription 1 Month,BNGiF380a-q,F,BNG,CGF F
01tf2000008C7a7AAC,Cloudgen Firewall,Barracuda CloudGen Firewall Appliance F380 24/7 Onsite Support Subscription 1 Month,BNGiF380a-r,F,BNG,CGF F
01tf2000008C7a8AAC,Cloudgen Firewall,"--EOS-- REPLACE WITH ""-m"" --Barracuda CloudGen Firewall Appliance F380 Web Filter Subscription 1 Month",BNGiF380a-u,F,BNG,CGF F
